Country,WorkExp,EdLevel,DevType,RemoteWork,Age,OrgSize,LanguageHaveWorkedWith,ConvertedCompYearly
United Kingdom of Great Britain and Northern Ireland,5.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,"Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,500 to 999 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;Lisp;Python;R,68071.0
Germany,4.0,Other (please specify):,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",18-24 years old,20 to 99 employees,Bash/Shell (all shells);C#;Erlang;HTML/CSS;JavaScript;Lua;PowerShell;SQL;Gleam,53367.0
Sweden,13.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",25-34 years old,20 to 99 employees,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,55346.0
Netherlands,10.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",35-44 years old,20 to 99 employees,C#;PowerShell;Python;Rust;SQL,46406.0
Montenegro,15.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Architect, software or solutions","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,100 to 499 employees,Bash/Shell (all shells);Groovy;Java;Python;SQL,75410.0
Sweden,20.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,100 to 499 employees,Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Ruby;SQL;Swift;TypeScript,83857.0
Italy,2.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",Remote,25-34 years old,Less than 20 employees,Erlang;Rust;SQL;Gleam,12762.0
Spain,18.0,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,100 to 499 employees,HTML/CSS;Java;JavaScript;SQL;TypeScript,52207.0
Netherlands,20.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",45-54 years old,20 to 99 employees,Bash/Shell (all shells);HTML/CSS;MicroPython;Python,81210.0
Bulgaria,11.0,Some college/university study without earning a degree,"Developer, QA or test","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,68203.0
Germany,43.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Architect, software or solutions",Remote,55-64 years old,100 to 499 employees,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,75410.0
Germany,6.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",Remote,25-34 years old,Less than 20 employees,C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,66128.0
Hungary,9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,"10,000 or more employees",Bash/Shell (all shells);C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PHP;PowerShell;Python;TypeScript,41640.0
United Kingdom of Great Britain and Northern Ireland,17.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,"1,000 to 4,999 employees",Go;HTML/CSS;JavaScript;SQL;TypeScript;Gleam,125250.0
Philippines,3.0,"Associate degree (A.A., A.S., etc.)","Developer, full-stack",Remote,18-24 years old,Less than 20 employees,Bash/Shell (all shells);C++;Dart;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,7024.0
Germany,20.0,Some college/university study without earning a degree,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,100 to 499 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript;VBA,59167.0
Italy,4.0,Some college/university study without earning a degree,"Developer, front-end","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,100 to 499 employees,C#;Dart;HTML/CSS;JavaScript;Kotlin;PowerShell;TypeScript,37125.0
United Kingdom of Great Britain and Northern Ireland,18.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,"Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,100 to 499 employees,SQL,61264.0
United States of America,6.0,"Associate degree (A.A., A.S., etc.)","Developer, back-end","Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,500 to 999 employees,Bash/Shell (all shells);Go;HTML/CSS;Lua;SQL;TypeScript;Gleam,156000.0
Bulgaria,8.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",25-34 years old,500 to 999 employees,C#;HTML/CSS;JavaScript;SQL,74133.0
France,10.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",DevOps engineer or professional,"Hybrid (some remote, leans heavy to in-person)",35-44 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,52207.0
Germany,2.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist,"Hybrid (some remote, leans heavy to in-person)",25-34 years old,500 to 999 employees,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL,63808.0
Germany,20.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,Less than 20 employees,HTML/CSS;JavaScript;Python;SQL;TypeScript,179823.0
Lithuania,12.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",In-person,25-34 years old,20 to 99 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,69609.0
United Kingdom of Great Britain and Northern Ireland,18.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,100 to 499 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,106190.0
Portugal,7.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",25-34 years old,100 to 499 employees,Bash/Shell (all shells);C#;Go;Java;JavaScript;Kotlin;PowerShell;Python;SQL;VBA,17402.0
Finland,11.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,500 to 999 employees,Go;Kotlin;Lua;TypeScript,87011.0
Spain,25.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Architect, software or solutions","Hybrid (some remote, leans heavy to in-person)",35-44 years old,20 to 99 employees,C++,46406.0
Denmark,18.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",35-44 years old,20 to 99 employees,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,93312.0
Ireland,11.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Engineering manager,"Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,20 to 99 employees,HTML/CSS;JavaScript;TypeScript,150819.0
Ukraine,2.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",In-person,18-24 years old,20 to 99 employees,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Rust;TypeScript,19413.0
United Kingdom of Great Britain and Northern Ireland,31.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist,"Hybrid (some remote, leans heavy to in-person)",45-54 years old,500 to 999 employees,Python,149756.0
India,8.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",18-24 years old,Less than 20 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,13949.0
Switzerland,29.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Architect, software or solutions","Hybrid (some in-person, leans heavy to flexibility)",45-54 years old,500 to 999 employees,Java;Kotlin;SQL,198389.0
Germany,12.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,500 to 999 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;TypeScript,69609.0
Australia,16.0,Some college/university study without earning a degree,"Developer, full-stack",Remote,35-44 years old,Less than 20 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,130019.0
United Kingdom of Great Britain and Northern Ireland,33.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, front-end",Remote,55-64 years old,"Just me - I am a freelancer, sole proprietor, etc.",C;Go;HTML/CSS;Java;JavaScript;Perl;Python;Swift,364859.0
Greece,6.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,"Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,20 to 99 employees,Groovy;HTML/CSS;Java;Python;SQL,46406.0
United Kingdom of Great Britain and Northern Ireland,1.0,Some college/university study without earning a degree,"Developer, full-stack",In-person,18-24 years old,Less than 20 employees,C#;HTML/CSS;JavaScript;Python;Ruby;SQL,16337.0
Germany,4.0,Some college/university study without earning a degree,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",18-24 years old,"5,000 to 9,999 employees",C;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript,20883.0
Denmark,10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Architect, software or solutions",In-person,25-34 years old,500 to 999 employees,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;VBA,96423.0
Hong Kong (S.A.R.),6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",In-person,25-34 years old,Less than 20 employees,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Perl;Rust;SQL;TypeScript,7643.0
United Kingdom of Great Britain and Northern Ireland,5.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,20 to 99 employees,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,95299.0
Netherlands,12.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices","Hybrid (some remote, leans heavy to in-person)",35-44 years old,Less than 20 employees,Bash/Shell (all shells);HTML/CSS;Python,69609.0
France,11.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",25-34 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);COBOL;Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;VBA,78310.0
Germany,10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",Remote,25-34 years old,100 to 499 employees,Swift,88171.0
Sweden,3.0,Some college/university study without earning a degree,"Developer, embedded applications or devices","Hybrid (some remote, leans heavy to in-person)",25-34 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);C;Python;Rust,62893.0
New Zealand,6.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,"1,000 to 4,999 employees",C#;Python,7831.0
France,25.0,"Associate degree (A.A., A.S., etc.)","Developer, desktop or enterprise applications","Hybrid (some remote, leans heavy to in-person)",35-44 years old,"5,000 to 9,999 employees",Bash/Shell (all shells);Delphi;HTML/CSS;Java;JavaScript;SQL,75410.0
Lebanon,17.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",Remote,35-44 years old,100 to 499 employees,HTML/CSS;Java;JavaScript;SQL;TypeScript,47000.0
Netherlands,16.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Hybrid (some remote, leans heavy to in-person)",35-44 years old,"1,000 to 4,999 employees",C#;MicroPython;Python,105573.0
United Kingdom of Great Britain and Northern Ireland,15.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,Less than 20 employees,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,102106.0
India,1.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Hybrid (some remote, leans heavy to in-person)",18-24 years old,500 to 999 employees,C++;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,6974.0
Bosnia and Herzegovina,7.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, mobile",Remote,25-34 years old,100 to 499 employees,Kotlin,118666.0
United Kingdom of Great Britain and Northern Ireland,42.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,"Your choice (very flexible, you can come in when you want or just as needed)",55-64 years old,"10,000 or more employees",Bash/Shell (all shells);C;JavaScript;Lisp;Perl,117082.0
Australia,27.0,"Associate degree (A.A., A.S., etc.)","Developer, full-stack",Remote,35-44 years old,"Just me - I am a freelancer, sole proprietor, etc.",C#,78011.0
United Kingdom of Great Britain and Northern Ireland,27.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Senior executive (C-suite, VP, etc.)","Hybrid (some in-person, leans heavy to flexibility)",45-54 years old,"1,000 to 4,999 employees",C;C#;C++;Go;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;Swift;TypeScript,272283.0
Spain,30.0,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,In-person,55-64 years old,"5,000 to 9,999 employees",C++;Prolog;Python,73089.0
Germany,21.0,Some college/university study without earning a degree,"Developer, front-end","Hybrid (some in-person, leans heavy to flexibility)",45-54 years old,20 to 99 employees,HTML/CSS;JavaScript;Python;Ruby;TypeScript,63808.0
Japan,1.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Remote,25-34 years old,20 to 99 employees,HTML/CSS;JavaScript;Python;SQL;TypeScript,14749.0
France,16.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",35-44 years old,100 to 499 employees,C#;HTML/CSS;PowerShell;SQL;TypeScript,220428.0
Russian Federation,26.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,Remote,45-54 years old,Less than 20 employees,Elixir;HTML/CSS;Java;JavaScript;Kotlin;Python,99523.0
India,11.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,Remote,35-44 years old,100 to 499 employees,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;SQL,31385.0
France,5.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",Remote,25-34 years old,20 to 99 employees,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Ruby;Rust;TypeScript,92812.0
France,3.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,"Hybrid (some remote, leans heavy to in-person)",18-24 years old,"10,000 or more employees",Assembly;Bash/Shell (all shells);Go;Groovy;Java;JavaScript;Python;R;Rust;Scala;SQL;TypeScript,28424.0
Germany,28.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, desktop or enterprise applications","Your choice (very flexible, you can come in when you want or just as needed)",45-54 years old,Less than 20 employees,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Lua;PHP;Python,92812.0
Russian Federation,20.0,Some college/university study without earning a degree,"Developer, desktop or enterprise applications","Hybrid (some in-person, leans heavy to flexibility)",35-44 years old,20 to 99 employees,C#;C++;Java;Lua;PowerShell;Python;Visual Basic (.Net),75000.0
Germany,21.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Architect, software or solutions","Your choice (very flexible, you can come in when you want or just as needed)",35-44 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,97452.0
Czech Republic,3.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack",In-person,18-24 years old,Less than 20 employees,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Perl;Python;SQL;TypeScript,42125.0
Ukraine,22.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Architect, software or solutions",Remote,35-44 years old,"10,000 or more employees",Bash/Shell (all shells);Go;Python;Rust,180000.0
Turkey,12.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Other (please specify):,In-person,35-44 years old,"10,000 or more employees",C;HTML/CSS;JavaScript;SQL,22723.0
France,14.0,Some college/university study without earning a degree,DevOps engineer or professional,Remote,35-44 years old,100 to 499 employees,Bash/Shell (all shells);Go;Kotlin,69609.0
Sweden,10.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Your choice (very flexible, you can come in when you want or just as needed)",25-34 years old,100 to 499 employees,HTML/CSS;JavaScript;TypeScript,64989.0
United Kingdom of Great Britain and Northern Ireland,9.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",25-34 years old,"1,000 to 4,999 employees",Bash/Shell (all shells);C#;Groovy;PowerShell;Python;SQL,183791.0
